reference_date,target,target_end_date,horizon,location_number,location,output_type,output_type_id,value
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.01,11
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.025,11
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.05,22
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.1,22
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.15,33
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.2,44
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.25,44
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.3,56
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.35,56
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.4,56
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.45,67
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.5,67
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.55,78
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.6,78
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.65,89
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.7,100
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.75,100
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.8,111
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.85,122
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.9,133
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.95,167
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.975,178
2024-03-23,inc hosp,2024-03-30,1,06,California,quantile,0.99,211
2024-03-23,inc hosp,2024-04-06,2,06,California,quantile,0.01,0
2024-03-23,inc hosp,2024-04-06,2,06,California,quantile,0.025,11
2024-03-23,inc hosp,2024-04-06,2,06,California,quantile,0.05,11
2024-03-23,inc hosp,2024-04-06,2,06,California,quantile,0.1,22
