reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,location_name,pop_served,population,percentage_participation,unscaled_value
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.01,4,California,3499789.59,38886551,9,44.44444444444445
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.025,6,California,3499789.59,38886551,9,66.66666666666667
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.05,7,California,3499789.59,38886551,9,77.77777777777779
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.1,9,California,3499789.59,38886551,9,100
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.15,10,California,3499789.59,38886551,9,111.11111111111111
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.2,11,California,3499789.59,38886551,9,122.22222222222223
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.25,12,California,3499789.59,38886551,9,133.33333333333334
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.3,13,California,3499789.59,38886551,9,144.44444444444446
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.35,14,California,3499789.59,38886551,9,155.55555555555557
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.4,15,California,3499789.59,38886551,9,166.66666666666666
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.45,16,California,3499789.59,38886551,9,177.7777777777778
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.5,17,California,3499789.59,38886551,9,188.88888888888891
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.55,18,California,3499789.59,38886551,9,200
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.6,19,California,3499789.59,38886551,9,211.11111111111111
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.65,20,California,3499789.59,38886551,9,222.22222222222223
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.7,22,California,3499789.59,38886551,9,244.44444444444446
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.75,23,California,3499789.59,38886551,9,255.55555555555557
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.8,25,California,3499789.59,38886551,9,277.77777777777777
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.85,27,California,3499789.59,38886551,9,300
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.9,31,California,3499789.59,38886551,9,344.44444444444446
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.95,36,California,3499789.59,38886551,9,400
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.975,40,California,3499789.59,38886551,9,444.44444444444446
2022-10-08,inc hosp,1,2022-10-15,06,quantile,0.99,47,California,3499789.59,38886551,9,522.2222222222223
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.01,3,California,3499789.59,38886551,9,33.333333333333336
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.025,4,California,3499789.59,38886551,9,44.44444444444445
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.05,6,California,3499789.59,38886551,9,66.66666666666667
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.1,7,California,3499789.59,38886551,9,77.77777777777779
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.15,9,California,3499789.59,38886551,9,100
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.2,10,California,3499789.59,38886551,9,111.11111111111111
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.25,11,California,3499789.59,38886551,9,122.22222222222223
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.3,12,California,3499789.59,38886551,9,133.33333333333334
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.35,13,California,3499789.59,38886551,9,144.44444444444446
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.4,15,California,3499789.59,38886551,9,166.66666666666666
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.45,16,California,3499789.59,38886551,9,177.7777777777778
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.5,17,California,3499789.59,38886551,9,188.88888888888891
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.55,18,California,3499789.59,38886551,9,200
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.6,20,California,3499789.59,38886551,9,222.22222222222223
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.65,21,California,3499789.59,38886551,9,233.33333333333334
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.7,23,California,3499789.59,38886551,9,255.55555555555557
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.75,25,California,3499789.59,38886551,9,277.77777777777777
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.8,28,California,3499789.59,38886551,9,311.11111111111114
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.85,31,California,3499789.59,38886551,9,344.44444444444446
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.9,35,California,3499789.59,38886551,9,388.88888888888886
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.95,43,California,3499789.59,38886551,9,477.77777777777777
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.975,52,California,3499789.59,38886551,9,577.7777777777778
2022-10-08,inc hosp,2,2022-10-22,06,quantile,0.99,64,California,3499789.59,38886551,9,711.1111111111112
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.01,2,California,3499789.59,38886551,9,22.222222222222225
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.025,3,California,3499789.59,38886551,9,33.333333333333336
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.05,5,California,3499789.59,38886551,9,55.55555555555556
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.1,7,California,3499789.59,38886551,9,77.77777777777779
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.15,8,California,3499789.59,38886551,9,88.8888888888889
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.2,9,California,3499789.59,38886551,9,100
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.25,11,California,3499789.59,38886551,9,122.22222222222223
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.3,12,California,3499789.59,38886551,9,133.33333333333334
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.35,13,California,3499789.59,38886551,9,144.44444444444446
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.4,14,California,3499789.59,38886551,9,155.55555555555557
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.45,16,California,3499789.59,38886551,9,177.7777777777778
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.5,17,California,3499789.59,38886551,9,188.88888888888891
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.55,19,California,3499789.59,38886551,9,211.11111111111111
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.6,21,California,3499789.59,38886551,9,233.33333333333334
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.65,23,California,3499789.59,38886551,9,255.55555555555557
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.7,25,California,3499789.59,38886551,9,277.77777777777777
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.75,28,California,3499789.59,38886551,9,311.11111111111114
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.8,31,California,3499789.59,38886551,9,344.44444444444446
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.85,35,California,3499789.59,38886551,9,388.88888888888886
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.9,42,California,3499789.59,38886551,9,466.6666666666667
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.95,54,California,3499789.59,38886551,9,600
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.975,67,California,3499789.59,38886551,9,744.4444444444445
2022-10-08,inc hosp,3,2022-10-29,06,quantile,0.99,86,California,3499789.59,38886551,9,955.5555555555555
2022-10-08,inc hosp,4,2022-11-05,06,quantile,0.01,2,California,3499789.59,38886551,9,22.222222222222225
2022-10-08,inc hosp,4,2022-11-05,06,quantile,0.025,3,California,3499789.59,38886551,9,33.333333333333336
2022-10-08,inc hosp,4,2022-11-05,06,quantile,0.05,4,California,3499789.59,38886551,9,44.44444444444445
2022-10-08,inc hosp,4,2022-11-05,06,quantile,0.1,6,California,3499789.59,38886551,9,66.66666666666667
