reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,location_name,pop_served,population,percentage_participation,unscaled_value
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.01,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.025,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.05,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.1,1,California,3499789.59,38886551,9,11.111111111111112
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.15,1,California,3499789.59,38886551,9,11.111111111111112
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.2,1,California,3499789.59,38886551,9,11.111111111111112
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.25,2,California,3499789.59,38886551,9,22.222222222222225
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.3,2,California,3499789.59,38886551,9,22.222222222222225
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.35,2,California,3499789.59,38886551,9,22.222222222222225
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.4,3,California,3499789.59,38886551,9,33.333333333333336
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.45,3,California,3499789.59,38886551,9,33.333333333333336
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.5,3,California,3499789.59,38886551,9,33.333333333333336
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.55,3,California,3499789.59,38886551,9,33.333333333333336
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.6,4,California,3499789.59,38886551,9,44.44444444444445
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.65,4,California,3499789.59,38886551,9,44.44444444444445
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.7,5,California,3499789.59,38886551,9,55.55555555555556
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.75,5,California,3499789.59,38886551,9,55.55555555555556
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.8,6,California,3499789.59,38886551,9,66.66666666666667
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.85,6,California,3499789.59,38886551,9,66.66666666666667
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.9,7,California,3499789.59,38886551,9,77.77777777777779
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.95,9,California,3499789.59,38886551,9,100
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.975,10,California,3499789.59,38886551,9,111.11111111111111
2023-08-12,inc hosp,1,2023-08-19,06,quantile,0.99,12,California,3499789.59,38886551,9,133.33333333333334
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.01,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.025,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.05,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.1,1,California,3499789.59,38886551,9,11.111111111111112
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.15,1,California,3499789.59,38886551,9,11.111111111111112
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.2,1,California,3499789.59,38886551,9,11.111111111111112
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.25,2,California,3499789.59,38886551,9,22.222222222222225
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.3,2,California,3499789.59,38886551,9,22.222222222222225
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.35,2,California,3499789.59,38886551,9,22.222222222222225
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.4,3,California,3499789.59,38886551,9,33.333333333333336
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.45,3,California,3499789.59,38886551,9,33.333333333333336
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.5,3,California,3499789.59,38886551,9,33.333333333333336
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.55,4,California,3499789.59,38886551,9,44.44444444444445
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.6,4,California,3499789.59,38886551,9,44.44444444444445
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.65,4,California,3499789.59,38886551,9,44.44444444444445
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.7,5,California,3499789.59,38886551,9,55.55555555555556
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.75,5,California,3499789.59,38886551,9,55.55555555555556
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.8,6,California,3499789.59,38886551,9,66.66666666666667
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.85,7,California,3499789.59,38886551,9,77.77777777777779
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.9,8,California,3499789.59,38886551,9,88.8888888888889
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.95,10,California,3499789.59,38886551,9,111.11111111111111
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.975,12,California,3499789.59,38886551,9,133.33333333333334
2023-08-12,inc hosp,2,2023-08-26,06,quantile,0.99,15,California,3499789.59,38886551,9,166.66666666666666
2023-08-12,inc hosp,3,2023-09-02,06,quantile,0.01,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,3,2023-09-02,06,quantile,0.025,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,3,2023-09-02,06,quantile,0.05,0,California,3499789.59,38886551,9,0
2023-08-12,inc hosp,3,2023-09-02,06,quantile,0.1,1,California,3499789.59,38886551,9,11.111111111111112
